artists,track_name,popularity,profile,pca_1,pca_2
Los Tecolines,Prisionero Del Mar,41,Acústico y calmado,-0.6689,2.5272
Armando,100% of Disin' You - Mike Dunn's Houze Mixx,7,Bailable y positivo,0.4599,0.2551
Inimigos Da HP,"Vem Buscar O Que É Teu - Live From Tom Brasil,Săo Paulo,Brazil/2006",48,Directo y hablado,0.8876,-1.7919
Eric William Morris,The Squip Enters,28,Directo y hablado,0.3241,-0.9687
Paulinho Moska,Somente Nela - Ao Vivo,42,Directo y hablado,-0.2446,-0.0943
Ajay Gogavale;Shreya Ghoshal,Dhadak Title Track,58,Acústico y calmado,-2.1793,0.4921
Serpentor,Reinará el Caos,25,Intenso y oscuro,0.3382,-2.7953
Keane,Somewhere Only We Know - BBC Steve Lamacq Session / 2003,59,Intenso y oscuro,-0.2908,-0.4774
K Lion,Zess In Peace,26,Intenso y oscuro,0.2184,0.1305
Jafrass,Protect My Life,1,Acústico y calmado,-0.5249,0.6972
Pitty,Se Você Pensa - Ao Vivo,36,Directo y hablado,0.9922,-2.0472
Ankit Tiwari;Manoj Muntashir,"Galliyan Returns (From ""Ek Villain Returns"")",77,Intenso y oscuro,-0.8158,-0.1643
Frankie Goes To Hollywood,The Power Of Love,0,Acústico y calmado,-1.382,-0.7279
Serhat Durmus,YNX,47,Bailable y positivo,1.3626,-0.1876
Electric Callboy,Mindreader,63,Intenso y oscuro,0.2535,-1.3044
Ricardo Iorio,Hombres De Hierro,21,Intenso y oscuro,0.6438,-1.3627
Shiritsu Ebisu Chugaku,放課後ゲタ箱ロッケンロールMX,21,Intenso y oscuro,0.8879,-2.637
Rain Sounds,Shifting Rainfall,34,Directo y hablado,-1.1521,-4.4577
Nickel Creek,Sweet Afton,0,Acústico y calmado,-2.5345,0.8408
MC STAN,Kahan Par Hai,57,Bailable y positivo,0.4719,0.4685
Bjarni Erlingursson,Rowan's Lullaby,58,Acústico y calmado,-3.674,0.8666
Black Tambourine,Dream Baby Dream,20,Intenso y oscuro,-0.77,-1.7079
Chri$tian Gate$,NUMB,73,Bailable y positivo,1.6282,0.4143
Matthias Reim,Im Himmel geht es weiter,27,Bailable y positivo,0.9414,-0.1671
DJ Snake,Magenta Riddim,63,Intenso y oscuro,0.6045,-1.0996
Puchi Colon,Waymaker (Español),30,Bailable y positivo,0.7183,1.1198
Armin van Buuren;The Stickmen Project,No Fun,63,Intenso y oscuro,1.1764,-0.0851
Tim Halperin,Something Beautiful,40,Intenso y oscuro,-0.0479,-0.8789
Los Bunkers,Quién Fuera,0,Intenso y oscuro,0.7469,-0.3749
Avhath,Abhorrent Display,21,Intenso y oscuro,-1.7581,-2.4163
Fuck On the Beach,Innocent Yourself,11,Intenso y oscuro,-0.7912,-2.5754
Jonah Baker,Running Up That Hill (A Deal With God) - Acoustic,51,Acústico y calmado,-2.239,1.2438
Harold Faltermeyer;Lady Gaga;Hans Zimmer;Lorne Balfe,You’re Where You Belong / Give ‘Em Hell,60,Acústico y calmado,-3.8614,-0.9023
Yarn,This Is the Year,20,Bailable y positivo,0.2269,0.4297
Servando & Florentino,Rumba En Mi Corazón,29,Bailable y positivo,0.12,0.9985
Carlos Lombardi;Los Românticos De La Noche,Milonga Sentimental,18,Acústico y calmado,-0.7142,0.7312
Daughtry,It's Not Over,52,Intenso y oscuro,0.5534,-1.3241
Midnight,Poison Trash,18,Intenso y oscuro,-0.1504,-2.3124
Beth Carvalho;Arlindo Cruz;Sombrinha,Canto De Rainha - Ao Vivo,42,Directo y hablado,0.3202,-0.8351
Benny,Inspiración / Uno / Llueve Luz (En Vivo),35,Directo y hablado,-0.2878,-2.1614
Hozho;Miper,Sat Narayan,39,Intenso y oscuro,0.0573,0.2536
Os Barões Da Pisadinha,Agora Eu Pego Mesmo,46,Bailable y positivo,1.5546,1.8779
Roupa Nova;Claudia Leitte,Um Sonho a Dois - Ao Vivo,49,Directo y hablado,-0.5167,-1.0377
Vicky Arlidge,5 Little Monkeys Jumping on the Bed,52,Bailable y positivo,-0.202,1.654
Mike Rowland,Echoes Of Light,20,Acústico y calmado,-4.5118,-0.5885
Lordi,Pet The Destroyer,20,Intenso y oscuro,0.959,-0.5579
Peggy Lee,Don't Forget To Feed The Reindeer,0,Bailable y positivo,-0.5186,2.1958
Bounty Killer,Up Deh,20,Bailable y positivo,2.0172,-0.1423
"Johnny Pacheco;Pete ""El Conde"" Rodriguez",Blanca,31,Bailable y positivo,-0.2321,1.5039
MEDUZA;Goodboys,Piece Of Your Heart,0,Bailable y positivo,1.1579,0.615
E-Force;Warface;Rebelion,One,21,Directo y hablado,0.8228,-1.9866
Aux 88;Ice Truck,Magic - Original Mix,8,Intenso y oscuro,-0.0924,-0.8349
Seringai,Citra Natural,30,Intenso y oscuro,1.0932,-0.7258
Idin Samimi Mofakham,Rajaz,0,Acústico y calmado,-3.824,0.222
PXNDX,Envejecido en barril de roble,45,Intenso y oscuro,1.4065,-1.3235
Tension Prophecy,Feeling Like Reviving Again,0,Intenso y oscuro,-1.3403,-2.4637
Pink Sweat$,Nothing Feels Better,60,Bailable y positivo,0.1672,1.5521
Daphne Rubin-Vega;Stephanie Beatriz;Dascha Polanco;Melissa Barrera;Lin-Manuel Miranda;Corey Hawkins;Gregory Diaz IV;Leslie Grace;Anthony Ramos,Carnaval Del Barrio,53,Bailable y positivo,0.609,0.6999
Tritonal;Dylan Matthew;Au5,Happy Where We Are,42,Intenso y oscuro,-0.7342,-1.3116
Jaigo Gill,Rani mehlan di X ik pal chain,43,Acústico y calmado,-1.7553,1.2865
Bladerunner,All My Love,18,Intenso y oscuro,-0.8159,-1.87
Aníbal Troilo;Roberto Goyeneche,Garúa,18,Acústico y calmado,-1.3911,0.6692
The Lawrence Arms,The Ramblin' Boys of Pleasure,24,Intenso y oscuro,0.2406,-1.8431
Rascal Flatts,I Won't Let Go,52,Acústico y calmado,-1.4403,0.8001
Kina;Emilia Ali,my baby (feat. Emilia Ali),44,Acústico y calmado,-1.7707,1.3048
Parthiv Gohil,Amastu Amastu,32,Bailable y positivo,-0.2469,1.4685
Gabrielle Aplin,Magic,49,Bailable y positivo,0.0706,1.0992
Aspova,Bir Sigara,41,Bailable y positivo,0.9069,-0.1196
Nando Fortunato;Housenick,I Wanna Change - Housenick Remix,40,Bailable y positivo,0.6645,0.8127
Jobii,Captiva,29,Acústico y calmado,-1.4271,0.4985
Rudimental;Jess Glynne;Macklemore;Dan Caplen,These Days,0,Bailable y positivo,0.9925,0.3546
Samuca e a Selva,Vermelhos de Ciclos,16,Bailable y positivo,1.2476,0.6008
Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Sir Colin Davis,"Piano Concerto No. 16 in D Major, K. 451: III. Rondeau (Allegro di molto)",4,Acústico y calmado,-3.2733,0.7383
Lizzo,About Damn Time,0,Bailable y positivo,1.7757,0.6778
Jay Chou,軌跡,54,Intenso y oscuro,-0.9035,-0.2312
Jesse Rice,Hammock in Havana,21,Bailable y positivo,1.0356,1.3801
Rod Stewart,Have Yourself A Merry Little Christmas,0,Acústico y calmado,-2.4114,1.0627
Jillian Rossi,Fever Dream,64,Intenso y oscuro,-0.4653,-0.0894
Abhijeet;Alka Yagnik,Tauba Tumhare Ishare,59,Bailable y positivo,0.3551,0.2503
KAROL G,"Ay, DiOs Mío!",1,Bailable y positivo,0.6062,0.8132
Duke Dumont;Zak Abel,The Power,54,Intenso y oscuro,0.6179,-0.8589
my little airport,失業抗爭歌,31,Bailable y positivo,0.3974,1.1061
Nirvana,The Man Who Sold The World - Live Version,62,Directo y hablado,0.2083,-1.6788
Jacky Cheung,祇想一生跟你走,47,Acústico y calmado,-0.9512,0.8081
Herobust,Blockbuster,46,Directo y hablado,1.7507,-1.1685
Divya Kumar,Thare Vaaste,37,Bailable y positivo,0.1538,0.8643
Juliette Armanet,Qu'importe,32,Bailable y positivo,0.0247,0.7349
Cafuné,Tek It,0,Intenso y oscuro,1.1247,-0.925
Frank Churchill;Leigh Harline;Larry Morey,"Why Grumpy, You Do Care",20,Acústico y calmado,-3.0488,0.2494
SOPHIE,VYZEE,49,Directo y hablado,2.0986,0.0047
Neophyte;The Stunned Guys,The music is rising,16,Intenso y oscuro,0.519,-2.6396
Phil Coulter,The Old Man,23,Acústico y calmado,-2.8512,0.3291
Paolo Plaza,Alguien Como Tú,30,Bailable y positivo,1.2568,1.575
Kishore Kumar;S. D. Burman,Roop Tera Mastana,59,Acústico y calmado,-0.6138,0.4286
Dempagumi.Inc,プロタゴニスト,17,Bailable y positivo,0.9406,-0.0722
Sci-Clone,Everywhere I Go (Remix) - Mixed,16,Directo y hablado,0.4362,-2.6995
Pete Bellis & Tommy;GeoM,Diamonds - Geom Remix,44,Bailable y positivo,0.9164,0.6988
Mike Dunn;Jass Mann,Have It 4 U Babe (feat. Jass Mann) - Extended MixX,8,Bailable y positivo,1.3306,0.4909
Culture Code;Alexis Donn,You & I,47,Bailable y positivo,0.7675,0.0785
Mandy,Lift Me Up,47,Intenso y oscuro,1.4688,-1.4677
Will Moore,Someone You Loved,36,Acústico y calmado,-2.2684,0.3778
Dora The Explorer,Goin' On A Berry Hunt,17,Bailable y positivo,1.5732,0.4997
Cezar & Paulinho;Chitãozinho & Xororó,Terra Tombada - Ao Vivo,45,Acústico y calmado,-0.4605,-0.1027
Plastilina Mosh,Afroman,23,Bailable y positivo,0.8927,1.116
Lulu Santos,Como uma Onda - Ao Vivo,42,Directo y hablado,0.6473,-0.7199
TOMORROW X TOGETHER,Good Boy Gone Bad,78,Intenso y oscuro,0.6552,-0.2416
Wolfgang Amadeus Mozart;Academy of Ancient Music;Christopher Hogwood,Symphony in D Major K. 135: 3. Molto allegro,10,Acústico y calmado,-1.9781,0.4289
Pappo;Charly García,Desconfío de la Vida - En Vivo Cosquín Rock,25,Directo y hablado,0.0589,-1.8351
? & The Mysterians,96 Tears,40,Bailable y positivo,1.1041,1.2646
Orbital,Analogue Test Oct 16 - Bonus Track,12,Intenso y oscuro,-0.7644,-1.533
BK;JXNV$;Luccas Carlos,O Que Sobra Disso Tudo,43,Bailable y positivo,1.4556,0.2647
Giuseppe Verdi;Dame Joan Sutherland;Marilyn Horne;Luciano Pavarotti;New York City Opera Orchestra;Richard Bonynge,"Ernani / Part 4: ""Solingo, errante misero"" - Live In New York / 1981",21,Acústico y calmado,-2.4421,-0.9919
Mariah Angeliq;Lele Pons,Sucio Y Lento,0,Bailable y positivo,1.4237,1.5599
Dimitri Vegas & Like Mike;VINAI,Louder - Radio Edit,53,Intenso y oscuro,1.0523,-1.6605
梁釗峰,若然冬天沒有花,21,Intenso y oscuro,-0.2045,0.3237
XXXTENTACION,rare,57,Acústico y calmado,-1.5209,0.2524
Breaking Grass,100 Degrees in the Shade,22,Bailable y positivo,0.1288,0.9721
Georgi Vinogradov;Yuri Lavrentiev Jazz Orchestra,Two Maxims,27,Acústico y calmado,-0.6366,2.1764
Counting Crows,Mr. Jones,0,Bailable y positivo,1.1429,0.2789
Lavell Crawford,Qt Dogs,22,Directo y hablado,1.0333,-1.6065
Therion,Interludium,19,Intenso y oscuro,-1.1605,-1.6866
Arctic Monkeys,She's Thunderstorms,61,Bailable y positivo,1.3864,-0.1927
Calvin Harris;Rag'n'Bone Man,Giant (with Rag'n'Bone Man),73,Bailable y positivo,1.7474,0.6622
Panteon Rococo;José Manuel Aguilera,Nada Pasó (feat. José Manuel Aguilera) - En Vivo,42,Intenso y oscuro,1.1239,-1.1187
The Baseballs,Torn - Live,26,Directo y hablado,-1.0225,-0.5847
夜光性アミューズ,もしかして探し,23,Bailable y positivo,1.5124,-0.4779
Preto no Branco;Nívea Soares,O Leão E A Igreja - Ao Vivo,38,Intenso y oscuro,-0.1215,0.1546
Andy Grammer,"Honey, I'm Good.",48,Bailable y positivo,1.5672,0.0594
Mabel,Loneliest Time Of Year,0,Intenso y oscuro,-0.1303,-0.3421
Aitana;Sebastian Yatra,Corazón Sin Vida,0,Intenso y oscuro,-0.0895,0.1567
Agnes Nunes;Neo Beats,Vish,44,Acústico y calmado,-1.785,1.4486
Raffa Torres,Ferra Minha Vida - Ao Vivo,47,Directo y hablado,1.3405,-2.3468
Brings,"Polka, Polka, Polka - Club Mix",25,Bailable y positivo,2.4561,1.0709
PhaseOne;Micah Martin,Hanging By A Thread,49,Directo y hablado,1.7566,-1.5367
Jo Ann Castle,I'm Looking Over a Four Leaf Clover,12,Bailable y positivo,0.8552,0.3417
Turma do Pagode;Thiago Brava,Atrasadinha / Notificação Preferida - Ao Vivo,45,Bailable y positivo,0.1375,0.2819
Black Tambourine,We Can't Be Friends,20,Intenso y oscuro,-0.1671,-1.3194
SadBoyProlific,Midnight Thoughts,64,Bailable y positivo,0.1643,0.4373
Los Reno,Reflexiona,33,Bailable y positivo,0.4739,1.7511
Element Of Crime,Straßenbahn des Todes,37,Bailable y positivo,1.028,0.3817
Arlindo Cruz,O Que É o Amor,49,Directo y hablado,0.6371,-0.3727
Porya Hatami;Roberto Attanasio;Aaron Martin,Xakelêwe,7,Acústico y calmado,-4.3163,-1.0828
PSO THUG,Bienvenue dans le XV,33,Bailable y positivo,0.1666,0.592
FiNCH,Vokuhila,32,Bailable y positivo,1.4139,0.6634
Frankie Knuckles;Nikki Richars,Keep on Moving - Main Mix,14,Intenso y oscuro,0.8379,-0.2459
Lorne Balfe,Time to Go,19,Intenso y oscuro,-1.6983,-2.1741
Poop Emoji,The Princess Daisy Song,9,Bailable y positivo,0.0063,0.3727
Sless Praismo;Ozelot,Second Chance,35,Intenso y oscuro,-0.6675,0.1592
George Winston,Peppermint Patty,20,Acústico y calmado,-2.4598,0.3327
Welshly Arms,Sanctuary,59,Intenso y oscuro,0.3892,-0.286
Dead Fish,Didático,29,Intenso y oscuro,1.3443,-1.3243
Katy Perry,Cozy Little Christmas,0,Bailable y positivo,1.0006,0.9109
Texabilly Rockets,Outerspace Chick,26,Bailable y positivo,1.5371,-0.0214
Adele,Melt My Heart To Stone,52,Acústico y calmado,-1.3506,-0.4694
COUCOU CHLOE,WIZZ,50,Bailable y positivo,1.373,-0.0086
Stonewall Jackson,I've Got Life to Go,13,Acústico y calmado,-1.1754,2.0781
NTO,Carrousel - Short Version,48,Intenso y oscuro,-1.2055,-0.4886
Parker Jack,Self Talk,61,Bailable y positivo,0.9738,1.4916
JVKE,wonder if she loves me,46,Directo y hablado,-0.2535,-0.7124
Blaqk Audio,Bitter For Sweet,21,Intenso y oscuro,0.0269,-0.3785
"Gotay ""El Autentiko"";Ozuna;Wisin",Más De Ti,0,Bailable y positivo,1.5782,0.0242
Wolfgang Amadeus Mozart;Karl-Heinz Steffens;Werner Mittelbach;Reinhold Helbich,"14 “Interval” Canons K. 508a/3-8 & K. Deest: Canons Nos. 11-14, K.508a/7-8 & K. Deest",8,Acústico y calmado,-3.8161,0.4704
Mike Oldfield,Earth Moving,22,Intenso y oscuro,0.0688,-0.0282
Hins Cheung,斷點,49,Acústico y calmado,-1.309,0.9412
Oliver Heldens;Piero Pirupa,We Don’t Need,62,Directo y hablado,1.574,-0.6506
The Score,Miracle,59,Bailable y positivo,1.1461,-0.0129
Stoto,Still Can't Sleep - re-mastered,49,Acústico y calmado,-1.4704,-0.0933
Hardwell,I FEEL LIKE DANCING,65,Intenso y oscuro,0.1313,-2.3047
Tito Rodriguez;La Rondalla Venezolano,Cuando Ya No Me Quieras,32,Acústico y calmado,-0.6925,1.966
Os Barões Da Pisadinha,Som da Roça - Ao Vivo,42,Directo y hablado,1.8853,-0.6101
George Lopez,Latinos Work,23,Directo y hablado,0.5523,-4.0243
Arctic Monkeys,My Propeller,63,Bailable y positivo,0.5213,-0.2465
Elvis Costello & The Attractions,All This Useless Beauty,23,Acústico y calmado,-1.9382,1.0445
Giacomo Puccini;Arranged By;Dick Hyman;Moe Koffman,Musetta's Waltz,51,Acústico y calmado,-3.1597,-0.2967
CASTLEBEAT,Research,54,Bailable y positivo,0.3029,0.0179
Powfu;sleep.ing,step into my life,54,Bailable y positivo,0.4024,0.3651
La Oreja de Van Gogh,Diciembre,29,Bailable y positivo,0.9079,-0.1392
Menor MC;DJ Matt D;Rincon Sapiência,Leste É a Zona,44,Bailable y positivo,1.5926,0.9445
Los Crazy Boys,La Novia de Mi Mejor Amigo,30,Bailable y positivo,0.7437,1.6826
Padre Zeca,Pao Da Vida,47,Directo y hablado,-1.2749,-1.3177
Thiaguinho;Péricles,Seja Bem Vinda,46,Bailable y positivo,0.466,0.7405
Sleeping At Last,Atlas: Touch,50,Acústico y calmado,-2.7941,1.0463
Daddy Yankee;Natti Natasha;Becky G;Bad Bunny,Dura - Remix,0,Bailable y positivo,1.8859,0.5437
iamjakehill,Die a King,45,Directo y hablado,1.3769,-1.4104
Orquesta Tipica Fernandez Fierro,Subrealidad,22,Bailable y positivo,-0.1204,1.5233
Bobby Day,Darlin' If I Had You,24,Acústico y calmado,-1.7873,1.1008
Tatiana and Sergey Nikitin,Letter,0,Acústico y calmado,-1.5883,1.9726
Pink Guy,Hentai,39,Directo y hablado,-0.224,-0.1411
Poppie Swag,Daughters of Triton,18,Acústico y calmado,-3.0245,1.3276
RADWIMPS,Nandemonaiya - movie edit.,51,Acústico y calmado,-1.3643,0.2449
Robert Owens,Gotta Work (Final Take),14,Bailable y positivo,0.4366,0.4084
Wilson Simonal,Sá Marina,43,Bailable y positivo,-0.1004,1.3482
Perikles;Anna Hertzman,Jag kan inte andas utan dej,33,Bailable y positivo,-0.3436,0.702
Dani Fernández,Clima Tropical,56,Intenso y oscuro,0.7268,-0.1751
Peces Raros,A Donde Quieras,33,Intenso y oscuro,-0.8648,-0.5447
Tayara Andreza,Atual do Meu Ex,41,Bailable y positivo,0.3336,0.9861
RANDALL;Anas;Nassi,Choix de vie - Remix,52,Intenso y oscuro,0.5682,-0.4095
Stumbleine,The Corner Of Her Eye,15,Intenso y oscuro,-1.7175,-2.1277
5 Adım,Gözleri Kara Dilber,37,Acústico y calmado,-1.0807,0.8563
Alexi Murdoch,Orange Sky,59,Acústico y calmado,-1.9731,1.4268
Mike Oldfield,Jazz,22,Bailable y positivo,0.686,0.465
Samael,Black Supremacy,16,Intenso y oscuro,0.1072,-2.2729
ABBA,Little Things,0,Acústico y calmado,-1.3521,2.2165
Lorne Balfe,Black Adam Spotted,21,Intenso y oscuro,-1.4671,-1.6162
Seyi Shay;Eugy;Efosa,Your Matter,0,Bailable y positivo,1.0807,0.036
CHVRCHES,The Mother We Share,51,Intenso y oscuro,0.1839,-0.596
Moderatto;KAROL G,Caballero,0,Bailable y positivo,1.884,-0.0188
Bazzi,Mine,3,Bailable y positivo,1.7796,-0.1082
Intence,All Dat,19,Bailable y positivo,0.4078,-0.4009
Thin Lizzy,The Boys Are Back In Town,76,Bailable y positivo,0.6287,0.1773
Weezer,My Name Is Jonas,62,Intenso y oscuro,0.8488,-1.3399
Scott Brown,Rock That Body - Original Mix,15,Bailable y positivo,1.9876,0.6456
blink-182,I Won't Be Home For Christmas,2,Intenso y oscuro,1.2004,-1.2509
Selena Gomez;Gucci Mane,Fetish,0,Intenso y oscuro,0.423,0.2298
Little Symphony,Glanhir,28,Acústico y calmado,-4.2104,-0.3397
Talented Mr Tipsy,Ritual,53,Acústico y calmado,-0.9176,-0.0708
Grinspoon,Pedestrian,27,Bailable y positivo,1.4728,-0.1808
Dead Fish,Etiqueta Social,30,Intenso y oscuro,1.0922,-0.6061
Pet Shop Boys,"More Than a Dream / Heart - Live at the O2 Arena, London - 21 December 2009",23,Intenso y oscuro,1.2277,-1.1992
Groove Armada,My Friend,60,Intenso y oscuro,-0.3094,-1.6374
Carl Craig;Francesco Tristano;Les Siècles;François-Xavier Roth;Henrik Schwarz,The Melody - Henrik Schwarz Remix,37,Intenso y oscuro,-0.5534,0.2546
Didar Sandhu;Amar Noorie,Phatak Kotakpure Da,39,Bailable y positivo,0.9875,2.0686
Dyewitness & Nighraver,The Future,21,Intenso y oscuro,-0.0307,-2.581
Mc Vzs;DJ Vilão,Medley Vale das Sombras,49,Bailable y positivo,1.462,1.1937
Farruko;David Guetta,Pepas - David Guetta Remix - Radio Edit,67,Intenso y oscuro,0.7946,-1.2314
VNV Nation,Epicentre,33,Bailable y positivo,1.4066,-0.1205
Creep Hyp,身も蓋もない水槽,34,Intenso y oscuro,0.3698,-1.8524
A Day To Remember,"A Shot In The Dark - Live At The Capitol / Ocala, FL / January 5, 2008",27,Intenso y oscuro,0.3325,-1.7946
Nobodys,Beer for Breakfast,22,Intenso y oscuro,1.1031,-1.1335
Glee Cast,Edge Of Glory (Glee Cast Version),49,Intenso y oscuro,0.1826,-0.4501
J.D. Crowe & The New South,You Are What I Am,20,Bailable y positivo,0.6542,1.6092
Heloisa Rosa,Jesus É o Caminho,43,Intenso y oscuro,-0.4602,-0.316
Orbital,Acid Pants,14,Intenso y oscuro,0.606,-1.1298
Roni Size,Morse Code,12,Intenso y oscuro,0.5499,-1.8092
Röyksopp;Beki Mari,"This Time, This Place…",44,Intenso y oscuro,-0.1947,-2.8403
CoComelon,The Halloween Dinosaur,42,Bailable y positivo,0.7604,2.4318
The Lemonheads,Rest Assured,24,Bailable y positivo,1.3749,-0.2012
The Shins,Wonderful Christmastime,0,Bailable y positivo,1.4551,0.9227
Linkin Park,Pushing Me Away,43,Intenso y oscuro,0.7271,-1.3569
Billy Joel,Piano Man,66,Acústico y calmado,-1.1273,-0.1583
Marshmello;CHVRCHES,Here With Me,75,Intenso y oscuro,0.3316,0.263
Parham,Gården,23,Bailable y positivo,0.7844,0.5384
Trazendo a Arca,Celebre - Ao Vivo,23,Directo y hablado,1.9102,-1.5795
Pappo;Andres Ciro,Algo Ha Cambiado,23,Intenso y oscuro,0.6225,-0.9592
Slowgold,En dag till,20,Bailable y positivo,-0.163,0.244
Kina Grannis;Imaginary Future,God Only Knows,55,Acústico y calmado,-1.4208,1.7813
Clannad,Darkmere - Remastered 2003,24,Acústico y calmado,-2.2131,-0.5387
George Jones;Tammy Wynette,Golden Ring,15,Acústico y calmado,-0.5608,1.0927
All Angels,Ave Verum Corpus (Theme From Brideshead Revisited),22,Acústico y calmado,-2.6347,0.4498
Ice Prince;CKay,Shakara,51,Bailable y positivo,1.4329,1.2921
Sean Paul;Tory Lanez,Tek Weh Yuh Heart,48,Bailable y positivo,0.6052,0.325
Felix Da Housecat,Sinner Winner - Let's Be Friends Remix,11,Intenso y oscuro,1.1574,-0.9768
Nivaldo Marques,Morena Com o Corpo Bronzeado,40,Bailable y positivo,1.2475,2.2738
Ricardo Iorio,Hace Casi 2000 Años,31,Intenso y oscuro,0.4423,-0.7418
My Hair is Bad,芝居,40,Intenso y oscuro,0.1499,0.163
Daniel Chan,IF,21,Acústico y calmado,-1.2079,1.145
Vini Vici;Berg,Sweet Harmony,46,Intenso y oscuro,0.2292,-0.2794
The Growlers,The Moaning Man From Shanty Town,27,Directo y hablado,-0.3408,-0.2544
Shannon & The Clams,Did You Love Me,28,Directo y hablado,-0.9006,-2.8821
Sachin Warrier,Dooreyo - Recreated Version,23,Bailable y positivo,0.5975,0.7395
Tove Styrke;Vanic,Borderline - Vanic Remix,55,Intenso y oscuro,0.8853,-0.9215
Smokey Robinson & The Miracles,Jingle Bells,0,Bailable y positivo,0.9486,1.1896
Osho Jain,Kya Dekhu,41,Acústico y calmado,-1.7757,1.5155
KiLLATK,Bizarro,23,Intenso y oscuro,0.2178,-1.6141
Boris Brejcha,Blue Lake,48,Intenso y oscuro,-0.2665,-0.4216
Sega Bodega,Only Seeing God When I Come,47,Bailable y positivo,0.3466,0.7794
Pierre Perret,Humour liberté,32,Bailable y positivo,-0.5186,1.8788
Don Diablo;Galantis,Tears For Later,55,Intenso y oscuro,0.7515,-0.7191
Morat;Danna Paola,Idiota,3,Directo y hablado,0.4313,-0.4236
Orbital;Jon Hopkins,Halcyon & On - Jon Hopkins Remix,34,Intenso y oscuro,-0.7658,-0.6923
Hooverphonic,Mad About You,61,Intenso y oscuro,-0.2164,-1.3219
Marea,Trasegando,55,Intenso y oscuro,1.3936,-0.6544
Kenshi Yonezu,Lemon,70,Intenso y oscuro,-0.042,-0.2815
Brooks & Dunn,Boot Scootin' Boogie,71,Bailable y positivo,1.5499,0.5332
Opera IX,The First Seal,16,Intenso y oscuro,-1.1431,-2.5203
Mike Epps,The New Ike Turner,24,Directo y hablado,-0.1575,-1.5566
Kleber Lucas,Não Posso Te Deixar,43,Acústico y calmado,-0.9032,0.861
TIAGO IORC;Jorge Drexler,Me Tira Pra Dançar - Ao Vivo,40,Directo y hablado,1.2761,-0.1153
Los Prisioneros,Eve-Evelyn,35,Bailable y positivo,1.5791,-0.0088
Bacao Rhythm & Steel Band,PIMP,49,Bailable y positivo,0.6937,0.6628
Andrew Gold,"Spooky, Scary Skeletons - Undead Tombstone Remix",71,Bailable y positivo,1.6271,0.0318
Art Of Fighters,Artwork,23,Intenso y oscuro,-0.2277,-2.2134
Elvis Presley,All Shook Up,62,Bailable y positivo,0.01,2.1032
Hip Hop Harry,Twinkle Twinkle Little Star,10,Bailable y positivo,0.968,-0.6731
Niereich;Shadym,Flashbang,35,Intenso y oscuro,-0.1357,-1.6446
Claire Rosinkranz,Pretty Little Things,0,Acústico y calmado,-1.2442,1.0986
"Nikolai Erdenko;Ансамбль ""Джанг""",Что делать,0,Acústico y calmado,-2.6793,0.8209
Olivia Foa'i,Tulou Tagaloa,24,Acústico y calmado,-1.6583,-0.7346
Achillea,Land of the Elves,44,Acústico y calmado,-3.1925,0.4011
Carin Filipcic,I´m An American Woman,21,Acústico y calmado,-0.9694,0.531
Audioslave,I Am the Highway,66,Intenso y oscuro,-0.5147,-0.9565
George Ezra,Green Green Grass,75,Bailable y positivo,1.4751,0.816
ILLENIUM;MAX,Worst Day,0,Intenso y oscuro,1.0603,-0.4302
Jimmy Brown,2 Things,50,Acústico y calmado,-1.0341,2.1787
Brooks;Molly Ann;IZECOLD,Close - Brooks Remix,51,Intenso y oscuro,1.0531,-0.8323
Together Pangea,Depress,26,Intenso y oscuro,-0.175,-2.2764
Luisito Ayala Y La Puerto Rican Power,Me Tiene Loco,27,Bailable y positivo,1.7235,1.8272
Gorgon City;EVAN GIIA;Snakehips,Burning - Snakehips Remix,56,Bailable y positivo,1.1967,-0.0329
John Berry,Standing On The Edge Of Goodbye,21,Intenso y oscuro,0.2985,0.1723
Enigma,Lost In Nothingness,39,Acústico y calmado,-4.3357,-0.731
Jax Jones;MNEK,Where Did You Go? (feat. MNEK),83,Bailable y positivo,1.1525,0.257
31 Minutos;Corchetis,Primavera,36,Bailable y positivo,1.5586,0.4897
Rustage;Johnald,Over For You (Rengoku Rap),49,Bailable y positivo,1.6062,0.2242
Ra,Violator,24,Intenso y oscuro,0.9353,-0.3542
Fiduma & Jeca,Eu e o Violão - Ao Vivo,48,Bailable y positivo,0.3748,1.5569
Flying Lotus;Denzel Curry,Black Balloons Reprise,52,Intenso y oscuro,0.3402,-0.4757
Wormrot,Many Funerals,13,Intenso y oscuro,-1.2069,-3.4598
Defkhan,BD Intro,40,Bailable y positivo,1.518,0.3491
The Breakfastaz,Midnight - Mixed,10,Bailable y positivo,1.1304,-0.1955
Jack Harlow;Drake,Churchill Downs,1,Bailable y positivo,0.0386,0.7287
ANNA;Miss Kittin,Forever Ravers - Radio Edit,42,Directo y hablado,0.2734,-2.6269
Georges Bizet;Angela Gheorghiu;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,"Carmen, Act I: No.5 Habanera : L'amour est un oiseau rebelle (Carmen/Cigarières/Jeunes gens/Dragons)",51,Acústico y calmado,-2.9531,1.0246
Jean-Michel Blais,amour – piano,50,Acústico y calmado,-3.9401,0.1659
Avalon;WAIO,Shiva,35,Intenso y oscuro,0.0393,-1.2882
